"CONGLOME","VIVIENDA","HOGAR","UBIGEO","privacion_cocina","privacion_ilumina","privacion_comuni","privacion_electro","privacion_entreteni","puntaje","P101","P102","P1172.02","P207","P208A","P301A","MIEPERHO","Pobre_energético","ESTRATO","ingreso_pc_mensual","inseguridad_alimentaria","sexo_mujer","educacion_basica_completa","material_pared","estrato3","ingreso_pc_z","gasto_elec_z","distrito","provincia"
18687,22,11,"160401",1,0,0,0,0,0.4,1,7,136,1,58,10,2,1,5,2637.49625651042,0,0,1,"Precario","Semiurbano",1.67572262859379,1.69131848451814,"Ramón Castilla","Mariscal Ramón Castilla "
18687,41,11,"160401",0,0,1,1,0,0.26,1,9,24,1,86,4,1,1,5,1121.66666666667,1,0,0,"Precario","Semiurbano",0.188951249272351,-0.312934015746858,"Ramón Castilla","Mariscal Ramón Castilla "
18687,79,11,"160401",1,0,0,0,0,0.4,1,1,58,1,44,8,1,1,5,3368.33333333333,0,0,1,"Duradero","Semiurbano",2.39254967567582,0.295499778976446,"Ramón Castilla","Mariscal Ramón Castilla "
18687,99,11,"160401",1,0,0,1,0,0.53,1,7,30,1,23,6,3,1,5,722.731662326389,1,0,1,"Precario","Semiurbano",-0.202336234912291,-0.205563346089804,"Ramón Castilla","Mariscal Ramón Castilla "
18687,118,11,"160401",1,0,0,1,0,0.53,1,9,23,1,63,6,6,1,5,292.489040798611,1,0,1,"Precario","Semiurbano",-0.624331174275931,-0.330829127356366,"Ramón Castilla","Mariscal Ramón Castilla "
18656,26,11,"160401",1,0,0,0,0,0.4,1,7,100,2,69,6,2,1,5,1376.62581380208,1,1,1,"Precario","Semiurbano",0.439022870381301,1.04709446657582,"Ramón Castilla","Mariscal Ramón Castilla "
18656,56,11,"160401",1,0,0,0,0,0.4,1,7,142,1,72,8,5,1,5,1604.1796875,1,0,1,"Precario","Semiurbano",0.662214572756409,1.79868915417519,"Ramón Castilla","Mariscal Ramón Castilla "
18656,90,11,"160401",1,0,0,0,0,0.4,1,7,58,1,69,10,3,1,5,1968.13802083333,1,0,1,"Precario","Semiurbano",1.01919588311684,0.295499778976446,"Ramón Castilla","Mariscal Ramón Castilla "
18656,103,11,"160401",1,0,0,1,0,0.53,1,9,53,1,78,8,7,1,5,755.884765625,1,0,1,"Precario","Semiurbano",-0.169818671295431,0.206024220928901,"Ramón Castilla","Mariscal Ramón Castilla "
18700,74,11,"160401",1,0,0,1,0,0.53,1,7,10,1,79,7,8,1,5,214.151387532552,1,0,1,"Precario","Semiurbano",-0.701167107272324,-0.563465578279982,"Ramón Castilla","Mariscal Ramón Castilla "
18700,9,11,"160401",0,0,0,0,1,0.13,1,1,21,2,22,8,4,0,5,891.105061848958,0,1,1,"Duradero","Semiurbano",-0.0371905264985802,-0.366619350575384,"Ramón Castilla","Mariscal Ramón Castilla "
18700,22,11,"160401",1,0,0,0,0,0.4,1,7,21,1,63,6,4,1,5,608.070271809896,0,0,1,"Precario","Semiurbano",-0.314799584932192,-0.366619350575384,"Ramón Castilla","Mariscal Ramón Castilla "
18700,60,11,"160401",0,0,0,0,0,0,1,1,28,1,38,6,4,0,5,383.834106445312,1,0,1,"Duradero","Semiurbano",-0.534737178911484,-0.241353569308822,"Ramón Castilla","Mariscal Ramón Castilla "
18664,5,11,"160401",0,0,0,1,0,0.13,1,1,29,2,31,5,3,0,5,1972.96527777778,1,1,0,"Duradero","Semiurbano",1.0239306023186,-0.223458457699313,"Ramón Castilla","Mariscal Ramón Castilla "
18664,19,11,"160401",1,0,0,1,1,0.66,1,7,55,1,38,6,2,1,5,445.201700846354,1,0,1,"Precario","Semiurbano",-0.474545991468916,0.241814444147919,"Ramón Castilla","Mariscal Ramón Castilla "
18664,32,11,"160401",1,0,0,1,0,0.53,1,7,48,1,20,6,3,1,5,819.896647135417,0,0,1,"Precario","Semiurbano",-0.107033887303972,0.116548662881356,"Ramón Castilla","Mariscal Ramón Castilla "
18664,57,11,"160401",1,0,1,1,0,0.66,1,7,50,1,69,3,2,1,5,368.890380859375,1,0,0,"Precario","Semiurbano",-0.549394435670732,0.152338886100374,"Ramón Castilla","Mariscal Ramón Castilla "
18664,94,11,"160401",1,0,1,1,1,0.79,1,1,50,1,53,3,2,1,5,277.094401041667,1,0,0,"Duradero","Semiurbano",-0.639430701253728,0.152338886100374,"Ramón Castilla","Mariscal Ramón Castilla "
18755,93,11,"160401",1,0,0,1,0,0.53,1,7,12,1,43,6,5,1,7,636.72734375,1,0,1,"Precario","Rural",-0.286691864472602,-0.527675355060965,"Ramón Castilla","Mariscal Ramón Castilla "
18755,94,11,"160401",1,0,0,0,0,0.4,1,7,5,1,38,7,5,1,7,621.537239583333,1,0,1,"Precario","Rural",-0.301590776774637,-0.652941136327527,"Ramón Castilla","Mariscal Ramón Castilla "
18755,95,11,"160401",1,0,0,0,0,0.4,1,7,53,1,74,6,3,1,7,815.867078993056,1,0,1,"Precario","Rural",-0.110986209270259,0.206024220928901,"Ramón Castilla","Mariscal Ramón Castilla "
18755,269,11,"160401",1,0,1,1,0,0.66,1,7,8,1,58,6,5,1,7,277.778450520833,1,0,1,"Precario","Rural",-0.638759764893547,-0.599255801499,"Ramón Castilla","Mariscal Ramón Castilla "
18755,270,11,"160401",1,0,0,1,0,0.53,1,7,67,1,38,4,4,1,7,183.929992675781,1,0,0,"Precario","Rural",-0.730809162828747,0.456555783462026,"Ramón Castilla","Mariscal Ramón Castilla "
18755,271,11,"160401",1,0,0,1,1,0.66,1,7,8,2,67,6,7,1,7,215.502139136905,1,1,1,"Precario","Rural",-0.699842249359944,-0.599255801499,"Ramón Castilla","Mariscal Ramón Castilla "
18755,272,11,"160401",1,0,1,0,0,0.53,1,7,65,2,46,10,2,1,7,1542.765625,1,1,1,"Precario","Rural",0.6019778080009,0.420765560243008,"Ramón Castilla","Mariscal Ramón Castilla "
18767,97,11,"160402",1,1,0,1,1,0.86,1,7,0,1,50,6,3,1,7,486.026746961806,1,0,1,"Precario","Rural",-0.434503554950582,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18767,98,11,"160402",1,1,0,1,0,0.73,1,7,0,1,38,5,6,1,7,242.874484592014,1,0,0,"Precario","Rural",-0.672994627384343,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18767,99,11,"160402",1,1,0,1,0,0.73,1,7,0,1,53,5,3,1,7,470.95458984375,1,0,0,"Precario","Rural",-0.449286781230042,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18767,100,11,"160402",1,1,1,1,0,0.86,1,7,0,1,76,3,3,1,7,311.806884765625,1,0,0,"Precario","Rural",-0.605383650284587,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18749,59,11,"160402",0,1,0,1,1,0.46,1,7,0,1,69,4,1,1,7,1311.08072916667,1,0,0,"Precario","Rural",0.374734274523251,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18749,162,11,"160402",1,1,0,1,1,0.86,1,7,0,1,38,6,4,1,7,595.3046875,1,0,1,"Precario","Rural",-0.327320455034895,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18749,164,11,"160402",1,0,1,1,1,0.79,1,7,18,1,62,6,5,1,7,263.010107421875,1,0,1,"Precario","Rural",-0.653245001220009,-0.420304685403911,"Pebas","Mariscal Ramón Castilla "
18749,60,11,"160402",1,0,0,0,0,0.4,1,1,28,1,49,6,3,1,7,609.216091579861,1,0,1,"Duradero","Rural",-0.313675730343748,-0.241353569308822,"Pebas","Mariscal Ramón Castilla "
18749,57,11,"160402",1,0,0,0,0,0.4,1,7,35,1,55,10,4,1,7,1454.2041015625,1,0,1,"Precario","Rural",0.515113994787205,-0.116087788042259,"Pebas","Mariscal Ramón Castilla "
18749,165,11,"160402",1,0,1,1,1,0.79,1,7,18,1,33,5,5,1,7,147.161490885417,1,0,0,"Precario","Rural",-0.766872818327172,-0.420304685403911,"Pebas","Mariscal Ramón Castilla "
18749,163,11,"160402",1,0,0,0,0,0.4,1,7,18,1,67,5,2,1,7,331.623779296875,1,0,0,"Precario","Rural",-0.585946642448416,-0.420304685403911,"Pebas","Mariscal Ramón Castilla "
18749,167,11,"160402",1,0,0,1,1,0.66,1,7,16,1,56,5,7,1,7,309.063778831845,1,0,0,"Precario","Rural",-0.608074171316843,-0.456094908622929,"Pebas","Mariscal Ramón Castilla "
18767,194,11,"160402",0,1,1,1,0,0.46,5,7,0,1,61,3,1,1,7,296.928568522136,1,0,0,"Precario","Rural",-0.619976751588008,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18767,195,11,"160402",1,1,0,0,0,0.6,1,7,0,1,58,6,7,1,7,605.721354166667,1,0,1,"Precario","Rural",-0.317103474200309,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18767,196,11,"160402",1,1,0,1,0,0.73,1,7,0,1,42,5,5,1,7,200.412467447917,1,0,0,"Precario","Rural",-0.714642654458816,-0.742416694375072,"Pebas","Mariscal Ramón Castilla "
18753,26,11,"160403",1,0,0,0,0,0.4,1,7,42,1,44,6,5,1,6,475.93232421875,1,0,1,"Precario","Semiurbano",-0.444404469225975,0.00917799322430298,"Yavari","Mariscal Ramón Castilla "
18753,56,11,"160403",0,0,0,0,0,0,1,7,24,1,46,6,6,0,6,547.716579861111,1,0,1,"Precario","Semiurbano",-0.373996306270166,-0.312934015746858,"Yavari","Mariscal Ramón Castilla "
18753,62,11,"160403",0,0,0,0,0,0,1,7,47,1,46,8,4,0,6,476.552571614583,0,0,1,"Precario","Semiurbano",-0.443796111873405,0.0986535512718476,"Yavari","Mariscal Ramón Castilla "
18753,80,11,"160403",1,0,0,0,0,0.4,1,7,26,1,38,8,6,1,6,205.961927625868,1,0,1,"Precario","Semiurbano",-0.709199576543895,-0.27714379252784,"Yavari","Mariscal Ramón Castilla "
18753,117,11,"160403",0,0,0,0,0,0,1,7,61,2,39,8,3,0,6,616.215928819444,0,1,1,"Precario","Semiurbano",-0.306810078863231,0.349185113804972,"Yavari","Mariscal Ramón Castilla "
18753,126,11,"160403",1,1,0,1,1,0.86,1,7,0,1,33,5,7,1,6,314.444103422619,1,0,0,"Precario","Semiurbano",-0.602796986686976,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18753,149,11,"160403",1,0,0,0,0,0.4,1,7,73,1,42,8,4,1,6,1546.32942708333,1,0,1,"Precario","Semiurbano",0.605473292568932,0.563926453119079,"Yavari","Mariscal Ramón Castilla "
18744,81,11,"160403",1,1,0,1,1,0.86,1,7,0,1,48,6,5,1,7,563.545833333333,1,0,1,"Precario","Rural",-0.358470497052422,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18744,83,11,"160403",1,1,0,1,1,0.86,1,7,0,1,80,4,2,1,7,639.60986328125,1,0,0,"Precario","Rural",-0.283864602379216,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18744,82,11,"160403",1,1,1,1,1,0.99,1,7,0,1,37,6,5,1,7,457.91640625,1,0,1,"Precario","Rural",-0.462075024931977,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18744,85,11,"160403",1,1,0,0,1,0.73,1,7,0,1,40,5,10,1,7,283.600716145833,1,0,0,"Precario","Rural",-0.633049111168316,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18744,88,11,"160403",0,1,0,1,1,0.46,5,7,0,1,54,6,4,1,7,70.5181528727215,1,0,1,"Precario","Rural",-0.842046915822313,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,66,11,"160403",1,1,1,1,1,0.99,1,7,0,1,43,5,7,1,8,186.115025111607,1,0,0,"Precario","Rural",-0.728666017114848,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,65,11,"160403",1,1,0,1,0,0.73,1,7,0,1,53,6,7,1,8,359.180268787202,1,0,1,"Precario","Rural",-0.558918406449266,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,67,11,"160403",1,1,0,1,0,0.73,1,7,0,1,43,6,5,1,8,374.358626302083,1,0,1,"Precario","Rural",-0.544031015617583,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,68,11,"160403",1,1,0,1,0,0.73,1,7,0,1,40,5,7,1,8,300.399809337798,1,0,0,"Precario","Rural",-0.616572053902967,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,134,11,"160403",1,1,0,1,0,0.73,1,7,0,1,41,6,9,1,8,717.833333333333,1,0,1,"Precario","Rural",-0.207140663722871,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,135,11,"160403",1,1,0,1,0,0.73,1,7,0,1,57,6,3,1,8,1618.31293402778,1,0,1,"Precario","Rural",0.676076887211268,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18758,136,11,"160403",1,1,0,0,0,0.6,1,7,0,1,68,10,5,1,8,902.011197916667,1,0,1,"Precario","Rural",-0.0264934593129969,-0.742416694375072,"Yavari","Mariscal Ramón Castilla "
18756,67,11,"160403",0,0,0,1,0,0.13,1,7,95,1,40,6,3,0,7,554.388888888889,0,0,1,"Precario","Rural",-0.367451904338079,0.957618908528276,"Yavari","Mariscal Ramón Castilla "
18756,66,11,"160403",0,0,0,1,1,0.26,1,7,10,1,63,3,1,1,7,2498.36588541667,0,0,0,"Precario","Rural",1.53925936443632,-0.563465578279982,"Yavari","Mariscal Ramón Castilla "
18756,212,11,"160403",1,0,0,0,0,0.4,1,7,24,2,49,6,6,1,7,911.601236979167,1,1,1,"Precario","Rural",-0.0170872597637656,-0.312934015746858,"Yavari","Mariscal Ramón Castilla "
18756,213,11,"160403",1,0,0,1,0,0.53,1,7,6,1,34,5,7,1,7,493.256603422619,1,0,0,"Precario","Rural",-0.427412293680476,-0.635046024718018,"Yavari","Mariscal Ramón Castilla "
18756,214,11,"160403",1,0,0,1,0,0.53,1,7,145,1,57,7,5,1,7,704.9,1,0,1,"Precario","Rural",-0.219826067127093,1.85237448900372,"Yavari","Mariscal Ramón Castilla "
18756,216,11,"160403",1,0,0,0,0,0.4,1,7,68,1,54,6,2,1,7,641.673950195312,0,0,1,"Precario","Rural",-0.281840083680794,0.474450895071535,"Yavari","Mariscal Ramón Castilla "
20534,57,11,"160404",1,1,0,1,0,0.73,1,7,0,1,61,7,5,1,8,472.542903645833,1,0,1,"Precario","Rural",-0.447728915149223,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,60,11,"160404",1,1,0,1,0,0.73,1,7,0,1,31,4,6,1,8,103.317593044705,1,0,0,"Precario","Rural",-0.809876235666572,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,58,11,"160404",1,1,0,1,1,0.86,1,7,0,1,43,9,6,1,8,392.543782552083,1,0,1,"Precario","Rural",-0.526194465901084,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,59,11,"160404",1,1,0,1,0,0.73,1,7,0,1,44,8,7,1,8,149.059477306548,1,0,1,"Precario","Rural",-0.765011216001828,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
18721,85,11,"160404",1,0,0,1,0,0.53,1,7,13,1,65,5,5,1,7,130.652115885417,1,0,0,"Precario","Rural",-0.783065711251907,-0.509780243451456,"San Pablo","Mariscal Ramón Castilla "
18721,86,11,"160404",1,0,0,1,0,0.53,1,7,8,1,52,5,5,1,7,450.967903645833,1,0,0,"Precario","Rural",-0.468890325853817,-0.599255801499,"San Pablo","Mariscal Ramón Castilla "
18721,87,11,"160404",1,0,0,1,1,0.66,1,7,6,2,68,4,2,1,7,654.427734375,1,1,0,"Precario","Rural",-0.269330787501693,-0.635046024718018,"San Pablo","Mariscal Ramón Castilla "
18721,88,11,"160404",1,0,0,1,0,0.53,1,7,4,1,42,5,6,1,7,189.667222764757,1,0,0,"Precario","Rural",-0.72518191452193,-0.670836247937036,"San Pablo","Mariscal Ramón Castilla "
18778,97,11,"160404",0,0,0,1,1,0.26,1,7,5,1,62,5,4,1,7,374.325968424479,1,0,0,"Precario","Rural",-0.544063047448903,-0.652941136327527,"San Pablo","Mariscal Ramón Castilla "
18778,98,11,"160404",1,0,0,1,0,0.53,1,7,7,2,45,5,8,1,7,122.839121500651,1,1,0,"Precario","Rural",-0.790728931785335,-0.617150913108509,"San Pablo","Mariscal Ramón Castilla "
18778,99,11,"160404",1,0,0,1,1,0.66,1,7,6,1,81,4,2,1,7,328.716959635417,1,0,0,"Precario","Rural",-0.588797738842404,-0.635046024718018,"San Pablo","Mariscal Ramón Castilla "
20534,128,11,"160404",1,1,0,1,0,0.73,1,7,0,1,62,5,5,1,8,390.470833333333,1,0,0,"Precario","Rural",-0.528227677015232,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,126,11,"160404",1,1,0,1,0,0.73,1,7,0,1,28,5,4,1,8,267.73915608724,1,0,0,"Precario","Rural",-0.648606607660343,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,127,11,"160404",1,1,0,1,1,0.86,1,7,0,1,76,3,2,1,8,484.863810221354,1,0,0,"Precario","Rural",-0.435644198379929,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
20534,130,11,"160404",1,1,0,1,0,0.73,1,7,0,1,41,5,3,1,8,565.021864149306,1,0,0,"Precario","Rural",-0.35702276151085,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
18721,283,11,"160404",1,1,1,1,0,0.86,5,7,0,1,51,3,8,1,7,285.875508626302,1,0,0,"Precario","Rural",-0.630817926095458,-0.742416694375072,"San Pablo","Mariscal Ramón Castilla "
18721,284,11,"160404",1,0,1,1,0,0.66,1,7,8,1,59,1,2,1,7,79.1225941975913,1,0,0,"Precario","Rural",-0.833607420259896,-0.599255801499,"San Pablo","Mariscal Ramón Castilla "
18721,287,11,"160404",1,0,0,1,0,0.53,1,7,7,1,34,6,4,1,7,199.646952311198,1,0,1,"Precario","Rural",-0.715393494792938,-0.617150913108509,"San Pablo","Mariscal Ramón Castilla "
18721,288,11,"160404",1,0,0,1,1,0.66,1,7,8,1,65,4,3,1,7,818.745930989583,1,0,0,"Precario","Rural",-0.108162544405542,-0.599255801499,"San Pablo","Mariscal Ramón Castilla "
18778,241,11,"160404",1,0,0,0,0,0.4,1,7,87,1,65,10,9,1,7,761.17505787037,1,0,1,"Precario","Rural",-0.164629793105322,0.814458015652204,"San Pablo","Mariscal Ramón Castilla "
18778,242,11,"160404",0,0,0,0,0,0,1,7,30,1,35,6,3,0,7,516.378960503472,1,0,1,"Precario","Rural",-0.404733188482505,-0.205563346089804,"San Pablo","Mariscal Ramón Castilla "
18778,243,11,"160404",0,0,0,0,0,0,1,7,25,1,37,6,4,0,7,807.596761067708,1,0,1,"Precario","Rural",-0.119097986525223,-0.295038904137349,"San Pablo","Mariscal Ramón Castilla "
18697,50,11,"160501",1,0,0,1,0,0.53,1,7,26,1,44,5,7,1,4,372.807105654762,1,0,0,"Precario","Semiurbano",-0.545552793862525,-0.27714379252784,"Requena","Requena "
18697,32,11,"160501",0,0,0,0,0,0,1,1,183,1,61,8,2,0,4,4834.46354166667,0,0,1,"Duradero","Semiurbano",3.83057440267252,2.53238873016506,"Requena","Requena "
18697,120,11,"160501",0,0,0,0,0,0,1,1,176,2,56,99,5,0,4,1721.16666666667,0,1,0,"Duradero","Semiurbano",0.776958930264434,2.4071229488985,"Requena","Requena "
18697,15,11,"160501",0,0,0,0,0,0,1,7,43,2,31,8,3,0,4,1291.61773003472,0,1,1,"Precario","Semiurbano",0.355644377968246,0.0270731048338119,"Requena","Requena "
18697,85,11,"160501",1,0,1,1,0,0.66,1,8,11,1,90,4,2,1,4,339.918762207031,1,0,0,"Precario","Semiurbano",-0.577810673032452,-0.545570466670473,"Requena","Requena "
18679,12,11,"160501",1,0,0,1,0,0.53,1,1,21,2,51,5,3,1,4,888.667588975694,1,1,0,"Duradero","Semiurbano",-0.0395812734071524,-0.366619350575384,"Requena","Requena "
18679,26,11,"160501",1,0,0,1,0,0.53,1,7,15,2,77,6,8,1,4,397.878336588542,1,1,1,"Precario","Semiurbano",-0.520962174411335,-0.473990020232438,"Requena","Requena "
18679,46,11,"160501",0,0,0,1,0,0.13,1,7,24,2,57,6,2,0,4,3678.51302083333,1,1,1,"Precario","Semiurbano",2.69678326823249,-0.312934015746858,"Requena","Requena "
18679,1,11,"160501",1,0,0,1,0,0.53,1,7,19,1,68,10,1,1,4,2020.19140625,1,0,1,"Precario","Semiurbano",1.07025141346987,-0.402409573794402,"Requena","Requena "
18679,20,11,"160501",1,0,0,0,0,0.4,1,7,46,1,71,7,7,1,4,1327.37165178571,1,0,1,"Precario","Semiurbano",0.390712902764198,0.0807584396623386,"Requena","Requena "
18679,63,11,"160501",1,0,0,0,1,0.53,1,7,36,1,44,10,5,1,4,544.96455078125,1,0,1,"Precario","Semiurbano",-0.376695579393221,-0.0981926764327505,"Requena","Requena "
18697,67,11,"160501",1,0,0,1,0,0.53,1,7,10,1,39,6,6,1,4,298.111979166667,1,0,1,"Precario","Semiurbano",-0.618816026736045,-0.563465578279982,"Requena","Requena "
18662,1,11,"160501",1,0,0,1,1,0.66,1,7,13,1,43,5,4,1,4,1057.119140625,1,0,0,"Precario","Semiurbano",0.125641088969538,-0.509780243451456,"Requena","Requena "
18662,62,11,"160501",1,0,1,1,0,0.66,1,7,22,1,86,3,2,1,4,225.085021972656,1,0,0,"Precario","Semiurbano",-0.69044306885374,-0.348724238965875,"Requena","Requena "
18662,103,11,"160501",0,0,0,0,0,0,1,1,69,1,46,9,4,0,4,869.486735026042,1,0,1,"Duradero","Semiurbano",-0.0583944334578332,0.492346006681044,"Requena","Requena "
18662,123,11,"160501",1,0,0,0,0,0.4,1,1,121,1,60,7,7,1,4,1019.56119791667,0,0,1,"Duradero","Semiurbano",0.0888031260091372,1.42289181037551,"Requena","Requena "
18662,21,11,"160501",0,0,0,0,0,0,1,1,60,1,44,9,4,0,4,833.269287109375,1,0,1,"Duradero","Semiurbano",-0.0939175986970837,0.331290002195464,"Requena","Requena "
18662,85,11,"160501",1,0,0,1,0,0.53,1,7,55,2,47,8,4,1,4,1608.40201822917,1,1,1,"Precario","Semiurbano",0.666355962081578,0.241814444147919,"Requena","Requena "
18668,15,11,"160501",1,0,1,1,0,0.66,1,8,0,2,72,4,1,1,4,1121.75333658854,1,1,0,"Precario","Semiurbano",0.189036257745702,-0.742416694375072,"Requena","Requena "
18668,38,11,"160501",1,0,0,0,0,0.4,1,1,14,1,49,6,3,1,4,2072.41644965278,0,0,1,"Duradero","Semiurbano",1.1214753111529,-0.491885131841947,"Requena","Requena "
18668,83,11,"160501",1,0,0,0,0,0.4,1,1,125,2,52,8,7,1,4,642.713820684524,1,1,1,"Duradero","Semiurbano",-0.280820147342357,1.49447225681354,"Requena","Requena "
18668,106,11,"160501",1,0,0,0,0,0.4,1,1,64,1,65,6,6,1,4,567.961100260417,1,0,1,"Duradero","Semiurbano",-0.354139870085357,0.402870448633499,"Requena","Requena "
18668,129,11,"160501",1,0,0,1,0,0.53,1,7,69,2,52,7,3,1,4,1511.93912760417,1,1,1,"Precario","Semiurbano",0.571742249624199,0.492346006681044,"Requena","Requena "
18668,152,11,"160501",1,0,0,0,0,0.4,1,1,47,1,46,7,4,1,4,1239.3935546875,0,0,1,"Duradero","Semiurbano",0.304421331700283,0.0986535512718476,"Requena","Requena "
18711,48,11,"160501",1,0,0,1,0,0.53,1,7,30,1,39,5,7,1,4,265.95545014881,1,0,0,"Precario","Semiurbano",-0.650356120241541,-0.205563346089804,"Requena","Requena "
18711,120,11,"160501",1,0,0,0,0,0.4,1,7,7,2,53,5,3,1,4,237.159478081597,1,1,0,"Precario","Semiurbano",-0.678600078135043,-0.617150913108509,"Requena","Requena "
18711,96,11,"160501",1,0,0,1,0,0.53,1,9,50,1,45,6,4,1,4,218.528116861979,1,0,1,"Precario","Semiurbano",-0.696874279143339,0.152338886100374,"Requena","Requena "
18678,67,11,"160501",1,0,0,1,0,0.53,1,7,37,2,33,9,2,1,4,1034.61873372396,0,1,1,"Precario","Semiurbano",0.103572011266019,-0.0802975648232416,"Requena","Requena "
18678,87,11,"160501",1,0,0,1,0,0.53,1,9,10,1,61,4,3,1,4,281.018120659722,1,0,0,"Precario","Semiurbano",-0.635582198712484,-0.563465578279982,"Requena","Requena "
18678,107,11,"160501",1,0,0,1,0,0.53,1,1,22,2,53,8,5,1,4,597.467513020833,1,1,1,"Duradero","Semiurbano",-0.325199090532984,-0.348724238965875,"Requena","Requena "
18678,127,11,"160501",1,0,0,1,0,0.53,1,7,45,1,27,6,8,1,4,316.552083333333,1,0,1,"Precario","Semiurbano",-0.60072941641362,0.0628633280528297,"Requena","Requena "
18678,29,11,"160501",1,0,0,0,0,0.4,1,7,20,1,49,8,5,1,4,599.411653645833,1,0,1,"Precario","Semiurbano",-0.323292218772469,-0.384514462184893,"Requena","Requena "
18678,48,11,"160501",0,0,0,1,0,0.13,1,1,17,2,56,9,2,0,4,2369.04508463542,1,1,1,"Duradero","Semiurbano",1.41241762269917,-0.43819979701342,"Requena","Requena "
18711,72,11,"160501",1,0,0,0,0,0.4,1,7,15,1,38,6,8,1,4,281.84375,1,0,1,"Precario","Semiurbano",-0.63477239655446,-0.473990020232438,"Requena","Requena "
18711,144,11,"160501",1,0,0,0,0,0.4,1,1,66,1,51,8,3,1,4,856.367133246528,0,0,1,"Duradero","Semiurbano",-0.0712625345719475,0.438660671852517,"Requena","Requena "
18711,24,11,"160501",1,0,0,1,0,0.53,1,7,16,2,43,8,4,1,4,944.539306640625,1,1,1,"Precario","Semiurbano",0.0152193923763341,-0.456094908622929,"Requena","Requena "
18765,148,11,"160502",1,0,0,1,0,0.53,1,7,0,2,79,6,2,1,6,368.673014322917,1,1,1,"Precario","Semiurbano",-0.549607635325491,-0.742416694375072,"Alto Tapiche","Requena "
18765,36,11,"160502",1,0,0,1,0,0.53,1,7,11,1,42,5,9,1,6,153.42748119213,1,0,0,"Precario","Semiurbano",-0.760726946051326,-0.545570466670473,"Alto Tapiche","Requena "
18765,49,11,"160502",1,0,0,1,0,0.53,1,7,12,1,31,6,4,1,6,59.6893615722656,1,0,1,"Precario","Semiurbano",-0.852668120927448,-0.527675355060965,"Alto Tapiche","Requena "
18765,119,11,"160502",1,0,0,1,0,0.53,1,7,11,1,53,6,4,1,6,226.966715494792,1,0,1,"Precario","Semiurbano",-0.688597447095127,-0.545570466670473,"Alto Tapiche","Requena "
18765,134,11,"160502",1,1,1,1,0,0.86,1,7,0,1,82,5,2,1,6,223.393981933594,1,0,0,"Precario","Semiurbano",-0.692101691926024,-0.742416694375072,"Alto Tapiche","Requena "
18765,22,11,"160502",1,0,0,1,0,0.53,1,7,12,1,54,6,7,1,6,241.001232328869,1,0,1,"Precario","Semiurbano",-0.674831969701549,-0.527675355060965,"Alto Tapiche","Requena "
18765,8,11,"160502",1,0,1,1,0,0.66,1,8,11,1,35,6,5,1,6,221.314599609375,1,0,1,"Precario","Semiurbano",-0.694141212824038,-0.545570466670473,"Alto Tapiche","Requena "
18684,12,11,"160504",1,0,0,0,0,0.4,1,7,0,1,60,7,3,1,5,907.729817708333,1,0,1,"Precario","Semiurbano",-0.0208844645470696,-0.742416694375072,"Emilio San Martín","Requena "
18684,28,11,"160504",1,0,0,1,0,0.53,1,7,0,1,77,6,6,1,5,366.171278211806,1,0,1,"Precario","Semiurbano",-0.552061413555931,-0.742416694375072,"Emilio San Martín","Requena "
18684,44,11,"160504",1,0,0,1,0,0.53,1,7,0,1,37,5,5,1,5,347.858756510417,1,0,0,"Precario","Semiurbano",-0.570022887148509,-0.742416694375072,"Emilio San Martín","Requena "
18684,59,11,"160504",1,0,0,1,0,0.53,1,7,0,1,64,5,4,1,5,481.381306966146,1,0,0,"Precario","Semiurbano",-0.439059942605354,-0.742416694375072,"Emilio San Martín","Requena "
