CONGLOME,VIVIENDA,HOGAR,UBIGEO,P1131,P1132,P1133,P1135,P1136,P1137,P1139,P1121,P1141,P1142,P101,P102,P1172$02,radio,tv_color,tv_bn,refrigeradora,P207,P208A,P301A,MIEPERHO,INGHOG2D
18714,99,11,160113,0,1,0,1,0,0,0,1,0,1,1,7,37,2,2,2,2,2,26,6,4,21999.58203125
18714,100,11,160113,0,1,0,1,1,1,0,1,0,1,1,7,7,1,1,2,2,1,35,6,4,12979.572265625
18632,2,11,160113,0,0,0,0,0,1,0,1,0,1,1,1,25,1,1,2,2,1,40,5,3,15479.943359375
18632,44,11,160113,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,2,1,20,7,2,26792.529296875
18632,20,11,160113,0,0,0,0,0,1,0,1,0,1,1,1,10,2,1,2,2,2,65,9,3,38513.5703125
18737,142,11,160113,0,0,0,1,0,0,0,1,0,1,1,8,9,2,2,2,1,2,61,5,2,20498.3203125
18737,144,11,160113,0,1,0,0,1,0,0,1,0,1,1,8,64,2,1,2,1,1,55,9,6,22634.662109375
18737,304,11,160113,0,1,0,0,0,0,0,1,0,1,1,1,45,1,1,2,1,1,43,9,7,102306.4765625
18737,307,11,160113,0,1,0,0,0,0,0,1,0,1,1,8,16,2,1,2,2,2,34,5,5,22938
18737,308,11,160113,0,0,0,0,0,0,0,1,0,1,1,1,8,1,2,2,2,1,50,6,1,32815.30078125
18737,310,11,160113,0,1,0,0,1,0,0,1,0,1,1,9,35,2,1,2,1,2,47,5,2,34240.3984375
18690,212,11,160201,0,1,0,0,0,1,0,1,0,1,1,7,8,2,1,2,1,2,34,9,4,19644.03125
18663,93,11,160201,0,0,0,0,0,0,0,0,0,0,1,7,0,2,2,2,2,1,22,5,1,19507
18690,143,11,160201,0,1,0,0,0,0,0,1,0,1,1,7,8,2,2,2,2,2,20,5,2,7735.8671875
18690,195,11,160201,1,1,0,0,1,0,0,1,0,1,1,1,92,2,1,2,1,1,36,10,4,43150.48828125
18663,61,11,160201,0,0,0,0,0,1,0,1,0,1,1,9,25,1,1,2,2,2,61,6,3,10143.4658203125
18663,33,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,33,1,1,2,2,1,53,6,4,28800.701171875
18663,73,11,160201,0,1,0,0,0,0,0,1,0,1,1,7,12,2,1,2,1,2,27,5,2,17767
18663,84,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,87,2,1,2,1,1,58,6,5,42943
18663,100,11,160201,0,1,0,0,0,1,0,1,0,1,1,7,8,1,2,2,2,1,39,6,5,40742.140625
18690,92,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,30,1,1,2,2,1,32,7,5,15506.078125
18695,78,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,35,1,1,2,2,1,44,6,6,25314.501953125
18695,91,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,64,1,1,2,1,1,58,8,3,24506.232421875
18701,26,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,149,2,1,2,1,1,40,5,4,56853.4375
18701,42,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,10,2,2,2,2,1,29,4,4,23874.107421875
18701,114,11,160201,0,0,0,0,1,0,0,1,0,1,1,1,50,2,1,2,1,1,52,6,10,39858.65625
18701,128,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,20,2,1,2,1,1,41,7,6,33929.80078125
18690,40,11,160201,0,0,0,1,1,0,0,1,0,1,1,1,40,1,1,2,1,1,64,6,2,11898.888671875
18708,140,11,160201,0,1,0,1,0,0,0,1,0,1,1,7,20,1,2,2,1,1,87,3,2,9730.013671875
18708,160,11,160201,0,1,0,1,0,0,0,1,0,1,1,7,19,2,1,2,2,1,31,11,1,34081.64453125
18708,177,11,160201,0,1,0,1,1,0,0,1,0,1,1,1,33,2,1,2,1,2,45,8,2,19998.416015625
18709,85,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,33,2,1,2,2,1,53,6,5,32370.283203125
18710,114,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,12,2,1,2,1,1,33,6,4,21788.2421875
18710,60,11,160201,0,1,0,1,0,0,0,1,0,0,1,1,77,2,2,2,1,1,37,6,3,23243.107421875
18710,78,12,160201,0,1,0,1,1,1,0,1,0,1,1,1,15,1,1,2,1,1,48,7,4,41958.734375
18710,78,22,160201,0,1,0,1,0,0,0,1,0,1,8,9,0,2,1,2,2,1,31,6,5,28189.25
18710,24,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,54,2,1,2,1,1,30,8,2,33081.9453125
18704,124,11,160201,0,1,0,0,0,0,0,1,0,1,1,9,15,2,1,2,2,1,49,5,1,24673.240234375
18710,96,11,160201,0,0,0,0,1,0,0,1,0,1,1,1,14,2,1,2,2,1,37,7,5,22704.28515625
18709,40,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,37,2,1,2,2,2,58,4,5,41204.484375
18709,70,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,36,2,1,2,1,1,33,6,4,53925
18709,24,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,123,2,1,2,1,1,52,7,3,56315.21484375
18709,54,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,21,2,1,2,2,1,46,6,3,11324.4755859375
18709,116,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,20,2,1,2,2,1,65,4,3,26428.3046875
18666,21,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,110,2,1,2,1,1,57,8,4,60793
18703,24,11,160201,0,1,0,0,0,1,0,1,0,1,1,1,40,1,1,2,1,2,50,6,4,31326.3046875
18703,66,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,15,2,1,2,2,1,51,7,4,44072.3671875
18710,42,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,23,2,2,2,2,1,77,4,2,11152.8974609375
18695,25,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,95,1,1,2,1,1,58,8,2,54626.515625
18685,33,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,70,2,1,2,1,1,43,6,3,99909.859375
18685,15,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,60,2,1,2,2,1,37,6,4,32037.673828125
18685,68,11,160201,0,1,0,0,0,0,0,1,0,1,1,3,21,1,1,2,1,1,75,4,2,35450.9140625
18685,103,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,125,2,1,2,1,1,76,8,5,87000.9765625
18685,121,11,160201,0,0,0,0,0,0,0,1,0,1,1,8,29,2,1,2,1,2,25,8,1,22503.529296875
18703,87,11,160201,0,1,0,1,0,1,0,1,0,1,1,1,48,2,1,2,1,2,44,9,3,34735.9453125
18675,56,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,7,2,1,2,1,1,52,6,1,44681.01171875
18703,107,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,60,1,1,2,1,2,59,10,8,65221.9609375
18667,80,11,160201,0,0,0,0,1,0,0,1,0,0,1,9,0,2,2,2,2,1,78,5,1,1950
18675,8,11,160201,0,1,0,1,0,0,0,1,1,1,1,1,176,2,1,2,1,1,48,7,2,44475.390625
18675,42,11,160201,0,1,0,1,0,1,0,1,0,1,1,1,177,1,1,2,1,1,58,6,3,55373.953125
18675,74,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,82,2,1,2,1,1,63,6,5,36224.97265625
18675,138,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,60,2,1,2,1,2,83,8,6,66168.4453125
18704,16,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,0,2,1,2,2,1,20,7,2,71393.46875
18704,34,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,60,2,1,2,1,2,71,8,2,52642.2578125
18704,70,11,160201,0,0,0,0,1,1,0,1,0,1,1,1,30,2,1,2,2,2,54,8,12,110677.7265625
18704,106,11,160201,0,1,0,0,0,0,0,1,0,1,1,7,40,2,1,2,2,1,31,8,3,64086.8671875
18661,44,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,80,2,1,2,1,2,80,10,4,70898.4140625
18661,76,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,80,2,1,2,1,1,58,6,3,58078.953125
18676,128,11,160201,1,1,0,0,1,0,0,1,0,1,1,1,102,1,1,2,1,1,67,6,2,49495.7734375
18676,171,11,160201,0,1,0,1,1,0,0,1,0,1,1,1,107,2,1,2,2,1,50,9,5,62370.890625
18676,192,13,160201,0,0,0,0,1,0,0,1,0,1,1,8,34,2,1,2,1,1,60,6,7,31362.435546875
18676,192,23,160201,0,0,0,0,1,0,0,1,0,0,8,9,10,2,2,2,2,1,41,3,2,14773.96875
18676,192,33,160201,0,0,0,0,1,0,0,1,0,1,8,9,0,2,2,2,2,2,29,5,3,8164
18699,18,11,160201,0,1,0,0,0,0,0,1,0,0,1,7,0,2,1,2,2,1,61,6,2,21807.716796875
18699,38,11,160201,0,1,0,1,0,1,0,1,0,1,1,1,48,2,1,2,1,2,43,9,7,94878.5546875
18699,77,11,160201,0,0,0,0,1,0,0,1,0,1,1,1,9,2,2,2,2,1,28,8,1,2752.28979492188
18699,136,11,160201,1,1,0,1,0,0,0,1,0,1,1,1,117,2,1,2,1,1,56,10,3,105828.28125
18676,19,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,76,1,1,2,1,1,25,5,3,19167.46875
18676,84,11,160201,1,1,0,1,0,0,0,1,0,1,1,1,105,2,1,2,1,1,53,6,6,34559.69140625
18676,106,11,160201,0,1,0,0,0,0,0,1,0,0,1,1,48,2,1,2,1,2,63,4,1,17361.275390625
18708,120,11,160201,0,1,0,1,0,0,0,1,0,1,1,7,65,2,1,2,1,1,41,6,6,33347.4609375
18667,16,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,47,2,1,2,1,1,35,6,5,18692.826171875
18667,37,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,27,2,1,2,1,2,53,8,3,39399.7890625
18708,99,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,15,1,1,2,2,1,32,8,3,27428.587890625
18699,97,11,160201,0,1,0,0,0,0,0,1,0,0,1,1,0,2,1,2,2,2,48,12,1,15602.0478515625
18661,93,11,160201,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,2,2,2,24,10,1,19420.037109375
18661,109,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,17,2,2,2,2,2,54,7,2,38650.01953125
18661,140,11,160201,1,0,0,0,0,0,0,1,0,1,3,1,0,2,1,2,1,1,22,6,1,31774.794921875
18689,2,11,160201,0,1,0,0,1,0,0,1,0,1,1,8,70,2,1,2,1,1,51,6,4,20450.087890625
18689,67,11,160201,0,1,0,1,0,0,0,1,1,1,1,1,78,1,1,2,1,2,59,11,2,61657.1640625
18689,82,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,15,1,1,1,2,1,67,5,3,44047.484375
18689,131,11,160201,0,1,0,0,0,1,0,1,0,1,1,1,40,1,1,2,2,1,78,9,3,23771.873046875
20688,52,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,78,1,2,2,1,2,58,6,5,36643.44921875
18665,16,11,160201,1,1,0,0,0,0,0,1,0,1,1,1,150,1,1,2,1,1,70,10,2,163247.4375
18665,29,11,160201,0,1,0,1,0,0,0,1,0,1,1,1,209,2,2,2,1,1,82,9,6,117788.4921875
18665,55,11,160201,1,1,0,0,0,0,0,1,0,1,1,1,15,2,1,2,2,2,26,8,3,55199.90625
18665,80,11,160201,1,1,0,0,0,0,0,1,1,1,1,1,131,2,1,2,1,1,31,10,9,331961.46875
18665,101,11,160201,0,0,0,0,0,0,0,1,0,1,1,1,78,2,1,2,2,1,43,11,1,70423
18666,132,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,0,2,1,2,1,2,36,8,3,97439.3984375
18675,23,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,49,1,1,2,2,2,51,6,3,25262.916015625
18703,128,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,60,2,1,2,1,1,60,7,2,30308
18708,59,11,160201,1,1,0,0,0,0,0,1,0,1,1,1,35,2,1,2,2,1,43,11,1,85628.25
20688,68,11,160201,1,1,0,0,0,0,0,1,0,1,1,1,180,1,1,2,1,1,75,10,3,209135.90625
20688,83,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,110,2,1,2,1,2,58,8,3,57052.78515625
20688,115,11,160201,0,1,0,0,0,0,0,1,1,1,1,1,99,2,1,2,1,2,43,11,3,36762.4140625
18701,101,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,31,1,1,1,2,1,52,7,6,57111.9921875
18667,101,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,85,2,1,2,1,1,39,6,5,28748.900390625
18667,122,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,61,1,1,2,1,1,75,5,10,46658.59375
18666,44,11,160201,0,1,0,1,0,0,0,1,0,1,1,7,34,1,1,2,2,1,69,6,15,64094.49609375
18666,87,11,160201,0,0,0,0,1,0,0,1,0,1,1,7,23,2,2,2,2,1,37,5,6,27148.625
18666,109,11,160201,0,0,0,0,1,0,0,1,0,1,1,8,80,1,1,2,2,1,49,5,7,34223.29296875
18666,154,11,160201,0,1,0,0,1,0,0,1,0,1,1,8,25,2,1,2,2,1,52,9,6,13135.802734375
18667,143,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,105,2,1,2,1,1,70,8,2,32998.1015625
18701,11,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,68,2,1,2,1,1,70,6,4,79768.2421875
18661,60,11,160201,0,1,0,0,0,0,0,1,0,1,1,1,47,2,2,2,1,1,46,10,3,41052.28515625
18685,50,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,50,1,2,2,1,1,60,5,4,31329.69921875
18699,57,11,160201,1,1,0,0,0,0,0,1,0,1,1,1,116,2,1,2,1,1,36,11,7,96427.6328125
20688,37,11,160201,1,1,0,1,0,0,0,1,1,1,1,1,137,2,1,2,1,1,64,10,4,153060.265625
18717,49,11,160201,0,0,0,0,1,1,0,1,0,1,1,7,5,2,2,2,2,1,39,6,5,26779.205078125
18717,51,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,5,2,1,2,2,1,58,5,3,5850
18717,52,11,160201,0,1,0,0,1,1,0,1,0,1,1,7,20,2,1,2,1,1,45,5,4,27548.1875
18717,50,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,32,2,1,2,1,1,37,5,4,37027.796875
18732,61,11,160201,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,81,3,1,6224.533203125
18732,62,11,160201,0,1,0,0,1,1,0,1,0,0,1,7,21,2,1,2,2,1,71,5,2,8369.9072265625
18732,64,11,160201,0,0,0,0,1,1,0,1,0,1,1,7,18,2,2,2,2,2,52,5,7,32282.451171875
18732,160,11,160201,0,0,0,0,1,1,0,1,0,0,5,7,9,1,2,2,2,1,38,5,6,9459.046875
18732,161,11,160201,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,31,5,4,6404.3388671875
18732,162,11,160201,0,1,0,0,1,1,0,1,0,1,5,7,35,1,1,2,1,1,58,5,7,4273.1494140625
18732,159,11,160201,0,0,0,0,1,1,0,1,0,1,1,7,9,2,1,2,2,1,33,4,5,8089.51513671875
18732,163,11,160201,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,27,6,3,5221.36572265625
20757,6,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,11,2,1,2,2,1,32,6,5,22555.6640625
20757,7,11,160201,0,0,0,0,1,0,0,1,0,1,1,9,58,1,1,2,1,2,33,6,4,13899.9951171875
20757,55,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,40,2,1,2,1,1,46,5,3,26898.205078125
20757,56,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,40,2,1,2,2,2,53,9,15,74442.6328125
20757,57,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,0,2,1,2,1,1,59,10,6,32413.625
20757,60,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,6,2,2,2,2,2,70,5,2,14946.4384765625
18715,90,11,160201,0,0,0,0,0,0,0,1,0,0,1,7,5,1,1,2,2,1,47,1,1,17834.046875
18715,91,11,160201,0,1,0,0,0,1,0,1,0,1,1,7,0,2,1,2,2,2,53,5,3,21141.044921875
18715,224,11,160201,0,1,0,0,0,0,0,1,0,1,1,7,26,1,1,2,2,1,31,6,3,17973.630859375
18715,225,11,160201,0,1,0,0,0,1,0,1,0,1,1,7,71,2,2,2,1,1,51,5,4,10736.3935546875
18715,92,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,173,2,1,2,1,2,48,7,5,27080.900390625
18715,89,11,160201,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,2,2,2,31,5,3,12719.884765625
18715,216,11,160201,0,0,0,0,0,1,0,0,0,1,1,7,0,2,2,2,2,2,55,3,1,2923.15112304688
18682,71,11,160201,1,1,0,1,0,0,0,1,0,1,1,1,68,2,1,2,1,1,66,10,2,145730.46875
18682,11,11,160201,0,1,0,0,1,0,0,1,0,1,1,1,12,2,2,2,2,2,58,6,3,7596.93017578125
18682,26,11,160201,0,0,0,0,1,0,0,1,0,1,1,1,192,1,2,2,1,1,76,3,2,19484.287109375
18682,56,11,160201,0,1,0,0,1,0,0,1,0,1,1,7,15,2,1,2,1,1,54,6,5,16048.458984375
18717,140,11,160201,0,1,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,36,4,6,20963.724609375
18717,143,11,160201,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,1,1,54,5,3,48233.27734375
18717,142,11,160201,0,0,0,0,1,1,0,0,0,1,5,9,0,1,2,2,2,1,60,6,2,19277
18717,139,11,160201,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,49,5,5,13746.51171875
18770,54,11,160202,0,0,0,0,0,1,0,0,0,0,5,7,0,2,2,2,2,1,60,3,3,3923.15600585938
18770,55,11,160202,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,27,4,1,15910.318359375
18770,56,11,160202,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,50,5,6,4488.3125
18770,138,11,160202,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,2,49,6,5,7568.71484375
18770,139,11,160202,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,2,45,3,3,1661.57495117188
18770,140,11,160202,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,32,4,4,4834.376953125
18770,53,11,160202,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,48,6,6,7854.29248046875
18779,85,11,160202,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,2,1,1,49,10,1,46513.07421875
18779,87,11,160202,0,0,0,0,1,1,0,1,0,1,5,7,28,2,1,2,2,1,48,8,5,26647.728515625
18779,88,11,160202,0,0,0,0,1,0,0,1,0,1,1,7,7,2,2,2,2,1,34,6,5,8952.0380859375
18779,86,11,160202,0,1,0,0,0,0,0,1,0,1,1,7,49,2,1,2,1,1,57,8,3,129236.0546875
18779,295,11,160202,0,0,0,0,1,1,0,1,0,1,1,7,14,1,1,2,2,1,56,6,3,84932.8046875
18779,297,11,160202,0,1,0,1,1,1,0,1,0,1,5,7,29,1,1,2,2,1,39,4,4,14465.7373046875
18779,298,11,160202,0,0,0,0,1,1,0,1,0,0,5,7,10,1,1,2,2,1,31,6,4,14331.4951171875
18779,296,11,160202,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,44,6,6,14539.8427734375
18729,27,11,160202,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,52,6,6,9854.9189453125
18729,28,11,160202,0,0,0,0,1,1,0,1,0,0,1,7,42,2,2,2,2,1,61,3,3,7129.74853515625
18729,29,11,160202,0,0,0,0,1,1,0,1,0,1,1,7,5,2,2,2,2,1,30,7,3,10350.4921875
18729,30,11,160202,0,0,0,0,1,1,0,0,0,1,5,7,0,2,2,2,2,1,29,6,4,14036.203125
18729,31,11,160202,0,0,0,0,1,1,0,1,0,1,1,7,0,2,2,2,1,1,38,10,7,23190.0625
18729,32,11,160202,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,25,6,4,9214.6591796875
18729,33,11,160202,0,0,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,33,8,6,18553.853515625
18729,34,11,160202,0,1,0,0,1,0,0,0,0,1,1,7,0,2,1,2,1,1,30,8,5,18960.287109375
18698,30,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,9,2,1,2,1,1,39,7,7,19834.2890625
18698,43,11,160206,0,1,0,0,1,0,0,1,0,1,1,7,22,2,1,2,1,1,53,8,3,74731.15625
18698,58,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,23,1,1,2,2,1,46,5,4,10489.9736328125
18698,71,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,7,1,1,2,2,1,46,5,8,19133.009765625
18698,85,11,160206,0,0,0,0,1,1,0,1,0,1,1,1,10,2,1,2,2,1,46,6,6,44256.48046875
18698,112,11,160206,0,0,0,0,1,1,0,1,0,1,1,6,8,1,2,2,2,1,47,4,2,7257.32861328125
18660,36,11,160206,0,0,0,0,1,0,0,1,0,1,1,1,15,1,2,2,2,1,61,5,6,13022.056640625
18660,72,11,160206,0,1,0,0,0,1,0,1,0,1,1,7,15,1,2,2,2,1,73,5,2,6246.78955078125
18660,90,11,160206,0,0,0,0,1,0,0,1,0,1,1,7,17,1,2,1,2,1,46,5,4,20413.296875
18660,110,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,16,1,1,2,2,1,43,6,7,17237.74609375
18660,127,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,8,2,1,2,2,1,46,5,7,7096.5849609375
18660,52,11,160206,0,0,0,0,1,0,0,1,0,1,1,7,9,1,1,2,2,1,70,4,1,4497.00341796875
18735,9,11,160206,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,64,4,2,10815.0673828125
18735,21,11,160206,0,0,0,0,1,1,0,0,0,1,1,7,0,1,1,2,2,1,62,4,2,6869.72412109375
18735,10,11,160206,0,0,0,0,0,0,0,0,0,1,1,7,0,1,2,2,2,1,33,6,1,5932.634765625
18735,29,11,160206,0,0,0,0,1,1,0,0,0,1,1,7,0,1,2,2,2,1,61,5,4,34915.28125
18735,30,11,160206,0,0,0,0,1,1,0,0,0,0,1,9,0,2,2,2,2,1,60,4,1,9475.2958984375
18735,31,11,160206,0,1,0,0,1,1,0,0,0,1,1,7,0,1,1,2,2,1,39,4,5,9640.232421875
18735,32,11,160206,0,0,0,0,1,1,0,0,0,1,1,7,0,2,2,2,2,1,74,5,3,10987.169921875
18735,41,11,160206,0,0,0,0,1,1,0,1,0,1,1,7,12,2,1,2,2,1,50,5,6,12359.564453125
18726,29,11,160210,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,81,4,3,15368.775390625
18726,31,11,160210,0,1,0,0,1,0,0,0,0,1,1,9,0,2,2,2,2,1,56,4,1,19156.326171875
18726,32,11,160210,0,1,0,0,1,0,0,0,0,1,1,7,0,1,1,2,1,1,50,6,4,42799.26953125
18726,111,11,160210,0,1,0,0,1,0,0,0,0,0,1,7,0,1,2,2,2,1,72,5,2,6592.755859375
18726,108,11,160210,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,33,6,4,7004.92333984375
18726,114,11,160210,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,39,3,5,52528.44140625
18726,119,11,160210,0,0,0,0,1,1,0,0,0,0,5,7,0,2,2,2,2,1,69,4,3,9743.1513671875
18726,109,11,160210,0,0,0,0,1,1,0,0,0,0,5,7,0,1,2,2,2,1,68,4,2,3083.80517578125
18707,9,11,160211,0,1,0,0,1,0,0,0,0,1,1,7,0,1,2,2,2,1,33,9,3,17892.021484375
18707,23,11,160211,0,1,0,0,0,0,0,1,0,1,1,7,7,1,1,2,2,2,73,1,1,5662.62939453125
18707,101,11,160211,0,0,0,0,1,0,0,1,0,1,1,7,5,1,2,2,2,1,33,6,3,23552.220703125
18707,54,11,160211,0,1,0,0,1,0,0,1,0,1,1,7,10,2,1,2,2,1,46,5,7,11818.52734375
18707,70,11,160211,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,1,29,6,4,14408.814453125
18686,141,11,160301,0,1,0,0,0,1,0,1,0,1,1,7,33,1,2,2,1,1,41,6,5,26241.11328125
18705,44,11,160301,0,1,0,1,0,0,0,1,0,1,1,7,10,2,2,2,2,1,60,3,4,24264.248046875
18705,55,11,160301,0,1,0,0,0,0,0,1,0,0,1,7,25,1,1,2,2,1,50,5,5,50200.84765625
18705,78,11,160301,0,0,0,0,0,0,0,1,0,1,1,1,31,1,1,2,2,2,59,8,5,18405.130859375
18706,3,11,160301,0,1,0,1,0,0,0,1,0,1,1,7,50,2,1,2,1,2,31,10,5,53883.625
18706,99,11,160301,0,0,0,0,1,0,0,1,0,1,1,7,11,2,1,2,1,1,42,6,7,47792
18705,10,11,160301,0,0,0,0,1,0,0,1,0,1,1,7,25,2,2,2,1,1,41,5,7,28540.08203125
18706,122,11,160301,0,1,0,0,0,0,0,1,0,1,1,1,10,2,2,2,2,2,45,5,2,17140.25390625
18680,38,11,160301,0,1,0,0,1,0,0,1,0,1,1,1,124,1,1,2,1,1,63,10,4,31587.47265625
18680,3,11,160301,0,1,0,1,0,0,0,1,0,1,1,1,55,2,1,2,1,1,47,6,4,49714.48046875
18680,20,11,160301,0,1,0,1,1,1,0,1,0,1,1,1,50,1,1,2,1,2,57,6,2,28306.44140625
18680,56,11,160301,0,1,0,0,1,0,0,1,0,1,1,1,13,2,1,2,2,1,59,5,3,21563.78515625
18680,109,11,160301,0,1,0,1,0,0,0,1,0,1,1,1,117,1,1,2,1,2,78,9,10,63677.4921875
18686,63,11,160301,0,1,0,1,0,0,0,1,0,1,1,1,9,2,1,2,1,1,44,6,6,50711.24609375
18686,45,11,160301,0,0,0,0,1,0,0,1,0,1,1,7,12,1,1,2,1,2,45,7,5,36802.00390625
18706,146,11,160301,0,1,0,1,1,0,0,1,0,1,1,7,52,2,1,2,1,2,35,6,4,20243.734375
18706,194,11,160301,0,1,0,0,0,1,0,1,0,1,1,7,41,1,2,2,1,1,62,7,4,44621.984375
18686,25,11,160301,0,1,0,1,0,0,0,1,0,1,1,1,75,2,1,2,2,1,60,10,3,21984.82421875
18686,6,11,160301,0,1,0,1,1,0,0,1,0,1,1,7,9,1,1,2,2,1,40,6,5,33887.55078125
18706,27,11,160301,0,1,0,0,0,0,0,1,0,1,1,1,9,2,1,2,2,1,63,7,5,15654
18686,83,11,160301,0,1,0,0,1,0,0,1,0,0,1,8,28,2,1,2,2,1,48,6,6,17986.185546875
18680,91,11,160301,0,1,0,0,0,0,0,1,0,1,1,1,80,2,1,2,1,1,65,10,1,34444
18673,7,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,83,4,2,9455.568359375
18673,16,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,2,2,2,2,1,58,5,7,8912.6064453125
18673,25,11,160301,0,1,0,0,1,0,0,0,0,1,1,7,0,2,2,2,2,2,56,4,2,26183.978515625
18673,34,11,160301,0,1,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,66,5,4,25597.34375
18673,44,11,160301,0,0,0,0,1,1,0,0,0,1,1,1,0,2,2,2,2,1,80,5,3,14701.884765625
18673,77,11,160301,0,1,0,0,1,1,0,0,0,1,1,7,0,2,1,2,2,1,53,6,5,15634.1943359375
18728,9,11,160301,0,0,0,0,1,1,0,0,0,0,1,7,0,1,2,2,2,1,47,6,7,15152.0478515625
